Country,Year,Month,Calendar Day,Types Of Fuel,Type Of Category,"Monitored Capacity  (UOM:MW(MegaWatt)), Scaling Factor:1","Targeted Generation Of Electricity For The Current Day (UOM:MU(MillionUnits)), Scaling Factor:1","Actual Generation Of Electricity For The Current Day (UOM:MU(MillionUnits)), Scaling Factor:1"
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-05,Coal,Thermal,215636.01,3601.2800000000007,3419.2499999999973
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-05,Nuclear,Nuclear,8780,132.68999999999997,117.96999999999998
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-05,Hydro,Hydro,49628.16000000004,714.1800000000001,758.7900000000005
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-04,Coal,Thermal,215636.01,3586.000000000001,3365.9599999999996
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-04,Nuclear,Nuclear,8780,132.68999999999997,118.17000000000002
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-04,Hydro,Hydro,49628.16000000004,714.1800000000001,794.46
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-03,Coal,Thermal,215636.01,3576.000000000001,3266.5099999999975
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-03,Nuclear,Nuclear,8780,132.68999999999997,118.02999999999999
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-03,Hydro,Hydro,49628.16000000004,714.1800000000001,769.0700000000003
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-02,Coal,Thermal,215636.01,3576.000000000001,3357.8600000000006
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-02,Nuclear,Nuclear,8780,132.68999999999997,117.83
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-02,Hydro,Hydro,49628.16000000004,714.1800000000001,731.5299999999992
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-01,Coal,Thermal,215636.01,3581.990000000001,3353.9400000000005
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-01,Nuclear,Nuclear,8780,132.68999999999997,120.50000000000001
India,"Calendar Year (Jan - Dec), 2025","August, 2025",2025-08-01,Hydro,Hydro,49628.16000000004,714.1800000000001,698.5900000000006
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-31,Coal,Thermal,215636.01,3871.249999999998,3210.4300000000003
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-31,Nuclear,Nuclear,8780,143.06,140.35
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-31,Hydro,Hydro,49628.16000000004,600.8900000000003,713.4399999999998
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-30,Coal,Thermal,215636.01,3847.349999999998,3155.8999999999974
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-30,Nuclear,Nuclear,8780,143.06,138.54999999999998
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-30,Hydro,Hydro,49628.16000000004,600.8900000000003,741.7600000000004
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-29,Coal,Thermal,215036.01,3842.849999999998,3051.62
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-29,Nuclear,Nuclear,8780,143.06,140.75
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-29,Hydro,Hydro,49628.16000000004,600.8900000000003,728.7899999999998
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-28,Coal,Thermal,215036.01,3842.849999999998,3133.570000000001
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-28,Nuclear,Nuclear,8780,143.06,139.5
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-28,Hydro,Hydro,49628.16000000004,600.8900000000003,761.3300000000006
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-27,Coal,Thermal,215036.01,3842.849999999998,2985.409999999999
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-27,Nuclear,Nuclear,8780,143.06,145.53
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-27,Hydro,Hydro,49628.16000000004,600.8900000000003,721.1199999999999
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-26,Coal,Thermal,215036.01,3815.799999999998,3076.679999999998
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-26,Nuclear,Nuclear,8780,143.06,145.68000000000004
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-26,Hydro,Hydro,49628.16000000004,600.8900000000003,745.3500000000007
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-25,Coal,Thermal,215036.01,3781.9699999999984,3288.710000000001
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-25,Nuclear,Nuclear,8780,143.06,141.34
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-25,Hydro,Hydro,49628.16000000004,600.8900000000003,712.58
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-24,Coal,Thermal,215036.01,3776.8599999999983,3325.0400000000027
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-24,Nuclear,Nuclear,8780,143.06,141.96
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-24,Hydro,Hydro,49628.16000000004,600.8900000000003,714.1399999999994
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-23,Coal,Thermal,215036.01,3773.9899999999984,3305.9600000000005
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-23,Nuclear,Nuclear,8780,143.06,141.85
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-23,Hydro,Hydro,49628.16000000004,600.8900000000003,624.7399999999999
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-22,Coal,Thermal,215036.01,3773.9899999999984,3455.95
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-22,Nuclear,Nuclear,8780,143.06,139.76999999999998
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-22,Hydro,Hydro,49628.16000000004,600.8900000000003,617.38
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-21,Coal,Thermal,215036.01,3762.6199999999985,3581.92
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-21,Nuclear,Nuclear,8780,143.06,136.58999999999997
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-21,Hydro,Hydro,49628.16000000004,600.8900000000003,663.0600000000004
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-20,Coal,Thermal,215036.01,3719.399999999998,3397.0800000000017
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-20,Nuclear,Nuclear,8780,143.06,138.5
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-20,Hydro,Hydro,49628.16000000004,600.8900000000003,737.3499999999999
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-19,Coal,Thermal,214686.01,3712.699999999998,3516.340000000002
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-19,Nuclear,Nuclear,8780,164.11000000000004,140.67
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-19,Hydro,Hydro,49628.16000000004,600.8900000000003,739.409999999999
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-18,Coal,Thermal,214686.01,3712.699999999998,3460.369999999997
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-18,Nuclear,Nuclear,8780,164.11000000000004,143.01
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-18,Hydro,Hydro,49628.16000000004,600.8900000000003,766.8100000000002
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-17,Coal,Thermal,214686.01,3712.699999999998,3364.26
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-17,Nuclear,Nuclear,8780,164.11000000000004,136.68
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-17,Hydro,Hydro,49378.16000000004,600.8900000000003,755.9999999999993
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-16,Coal,Thermal,214686.01,3712.699999999998,3305.2600000000034
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-16,Nuclear,Nuclear,8780,164.11000000000004,136.14
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-16,Hydro,Hydro,49378.16000000004,600.8900000000003,738.5100000000007
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-15,Coal,Thermal,214686.01,3709.359999999998,3217.1499999999987
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-15,Nuclear,Nuclear,8780,164.11000000000004,148.92
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-15,Hydro,Hydro,49378.16000000004,600.8900000000003,712.61
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-14,Coal,Thermal,214686.01,3746.639999999998,3145.6299999999997
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-14,Nuclear,Nuclear,8780,164.11000000000004,139.32
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-14,Hydro,Hydro,49378.16000000004,600.8900000000003,668.0299999999996
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-13,Coal,Thermal,214686.01,3746.639999999998,3202.3599999999983
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-13,Nuclear,Nuclear,8780,164.11000000000004,137.02999999999997
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-13,Hydro,Hydro,49378.16000000004,600.8900000000003,676.4500000000005
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-12,Coal,Thermal,214686.01,3746.639999999998,3372.3099999999977
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-12,Nuclear,Nuclear,8780,164.11000000000004,150.36
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-12,Hydro,Hydro,49378.16000000004,600.8900000000003,706.2000000000007
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-11,Coal,Thermal,214686.01,3746.639999999998,3407.839999999999
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-11,Nuclear,Nuclear,8780,164.11000000000004,151.4
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-11,Hydro,Hydro,49378.16000000004,600.8900000000003,695.4699999999997
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-10,Coal,Thermal,214686.01,3740.6099999999983,3245.6900000000005
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-10,Nuclear,Nuclear,8780,159.63000000000002,153.95000000000002
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-10,Hydro,Hydro,49378.16000000004,600.8900000000003,691.8500000000004
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-09,Coal,Thermal,214686.01,3738.7799999999984,3251.19
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-09,Nuclear,Nuclear,8780,159.63000000000002,156.95000000000002
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-09,Hydro,Hydro,49378.16000000004,600.8900000000003,679.3800000000008
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-08,Coal,Thermal,214686.01,3738.7799999999984,3311.090000000001
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-08,Nuclear,Nuclear,8780,159.63000000000002,156.53
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-08,Hydro,Hydro,49378.16000000004,600.8900000000003,702.2000000000002
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-07,Coal,Thermal,214686.01,3728.3999999999983,3177.3900000000003
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-07,Nuclear,Nuclear,8780,159.63,155.8
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-07,Hydro,Hydro,49378.16000000004,600.8900000000002,680.2099999999998
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-06,Coal,Thermal,214686.01,3740.1799999999985,3056.4999999999977
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-06,Nuclear,Nuclear,8780,159.63,152.02
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-06,Hydro,Hydro,49378.16000000004,600.8900000000002,654.9000000000003
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-05,Coal,Thermal,214686.01,3748.0299999999984,3277.2799999999993
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-05,Nuclear,Nuclear,8780,159.63,152.84
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-05,Hydro,Hydro,49378.16000000004,600.8900000000002,661.9600000000003
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-04,Coal,Thermal,214686.01,3748.0299999999984,3390.4699999999975
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-04,Nuclear,Nuclear,8780,159.63,150.41000000000005
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-04,Hydro,Hydro,49378.16000000004,600.8900000000002,661.2399999999997
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-03,Coal,Thermal,214686.01,3748.0299999999984,3366.8900000000017
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-03,Nuclear,Nuclear,8780,159.63,147.21
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-03,Hydro,Hydro,49378.16000000004,600.8900000000002,654.5599999999995
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-02,Coal,Thermal,214686.01,3759.529999999998,3245.889999999999
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-02,Nuclear,Nuclear,8780,159.63,148.35
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-02,Hydro,Hydro,49378.16000000004,600.8900000000002,656.3900000000008
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-01,Coal,Thermal,214686.01,3759.529999999998,3106.91
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-01,Nuclear,Nuclear,8780,159.63,153.01000000000002
India,"Calendar Year (Jan - Dec), 2025","July, 2025",2025-07-01,Hydro,Hydro,49378.16000000004,600.8900000000002,611.0000000000001
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-30,Coal,Thermal,214686.01,4079.180000000001,3049.4099999999985
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-30,Nuclear,Nuclear,8780,168.82999999999996,152.98000000000005
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-30,Hydro,Hydro,48178.16000000005,510.20999999999975,574.9200000000004
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-29,Coal,Thermal,214686.01,4079.180000000001,3072.5900000000015
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-29,Nuclear,Nuclear,8780,168.82999999999996,153.06999999999996
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-29,Hydro,Hydro,48178.16000000005,510.20999999999975,540.8400000000001
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-28,Coal,Thermal,214686.01,4079.180000000001,3406.9400000000023
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-28,Nuclear,Nuclear,8780,168.82999999999996,153.07
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-28,Hydro,Hydro,48178.16000000005,510.20999999999975,603.6699999999997
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-27,Coal,Thermal,214686.01,4079.180000000001,3431.820000000001
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-27,Nuclear,Nuclear,8780,168.82999999999996,152.07
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-27,Hydro,Hydro,48178.16000000005,510.20999999999975,626.0299999999996
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-26,Coal,Thermal,213366.01,4079.180000000001,3440.540000000001
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-26,Nuclear,Nuclear,8780,168.82999999999996,151.1
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-26,Hydro,Hydro,48178.16000000005,510.20999999999975,620.4200000000001
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-25,Coal,Thermal,213366.01,4079.180000000001,3400.8000000000006
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-25,Nuclear,Nuclear,8780,168.82999999999996,141.42000000000002
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-25,Hydro,Hydro,48178.16000000005,510.20999999999975,634.0299999999992
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-24,Coal,Thermal,213366.01,4092.9300000000017,3249.0400000000013
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-24,Nuclear,Nuclear,8780,168.82999999999996,139.66000000000003
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-24,Hydro,Hydro,48178.16000000005,510.20999999999975,616.8699999999995
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-23,Coal,Thermal,213366.01,4098.630000000001,3322.369999999999
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-23,Nuclear,Nuclear,8780,168.82999999999996,136.01
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-23,Hydro,Hydro,48178.16000000005,510.20999999999975,617.4999999999999
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-22,Coal,Thermal,213366.01,4098.630000000001,3196.6099999999974
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-22,Nuclear,Nuclear,8780,168.82999999999996,142.66000000000003
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-22,Hydro,Hydro,48178.16000000005,510.20999999999975,617.8599999999997
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-21,Coal,Thermal,213366.01,4098.630000000001,3289.9099999999994
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-21,Nuclear,Nuclear,8780,168.82999999999996,146.72
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-21,Hydro,Hydro,48178.16000000005,510.20999999999975,616.8899999999995
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-20,Coal,Thermal,213366.01,4092.6300000000015,3162.6499999999987
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-20,Nuclear,Nuclear,8780,168.82999999999996,143.54000000000002
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-20,Hydro,Hydro,48178.16000000005,510.20999999999975,604.0400000000003
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-19,Coal,Thermal,213366.01,4092.6300000000015,3156.5400000000013
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-19,Nuclear,Nuclear,8780,168.82999999999996,142.55999999999997
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-19,Hydro,Hydro,48178.16000000005,510.20999999999975,603.7500000000002
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-18,Coal,Thermal,213366.01,4092.6300000000015,3213.03
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-18,Nuclear,Nuclear,8780,168.82999999999996,141.85
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-18,Hydro,Hydro,48178.16000000005,510.20999999999975,601.2199999999993
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-17,Coal,Thermal,212706.01,4092.6300000000015,3329.3300000000013
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-17,Nuclear,Nuclear,8780,168.82999999999996,146.17999999999998
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-17,Hydro,Hydro,47928.16000000005,510.20999999999975,602.9099999999999
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-16,Coal,Thermal,212706.01,4092.6300000000015,3440.469999999999
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-16,Nuclear,Nuclear,8780,168.82999999999996,151.06
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-16,Hydro,Hydro,47928.16000000005,510.20999999999975,589.2700000000003
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-15,Coal,Thermal,212706.01,4093.7000000000016,3549.560000000001
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-15,Nuclear,Nuclear,8780,163.82999999999996,144.94000000000003
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-15,Hydro,Hydro,47928.16000000005,510.20999999999975,560.3699999999997
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-14,Coal,Thermal,212706.01,4168.7800000000025,3905.809999999998
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-14,Nuclear,Nuclear,8780,163.82999999999996,146.58999999999997
India,"Calendar Year (Jan - Dec), 2025","June, 2025",2025-06-14,Hydro,Hydro,47928.16000000005,510.20999999999975,570.5200000000001
